algorithm_name,env_n,size,best_solution,H,states,time
SA,7,8,"[3, 7, 0, 4, 6, 1, 5, 2]",0,280,0.0015087127685546875
SA,8,8,"[3, 0, 4, 7, 1, 6, 2, 5]",0,153,0.0008497238159179688
SA,9,8,"[4, 6, 1, 5, 2, 0, 3, 7]",0,126,0.0007083415985107422
SA,10,8,"[0, 5, 0, 2, 6, 6, 3, 1]",2,105,0.0005986690521240234
SA,11,8,"[2, 0, 5, 7, 1, 3, 6, 2]",1,152,0.0008347034454345703
SA,12,8,"[3, 6, 0, 7, 4, 1, 5, 2]",0,58,0.00036454200744628906
SA,13,8,"[1, 3, 0, 7, 4, 2, 0, 6]",1,101,0.0005834102630615234
SA,14,8,"[5, 1, 6, 0, 3, 7, 4, 2]",0,142,0.0008533000946044922
SA,15,8,"[1, 5, 6, 2, 0, 7, 1, 4]",2,90,0.0005257129669189453
SA,16,8,"[1, 7, 4, 6, 0, 2, 5, 7]",1,133,0.0007500648498535156
SA,17,8,"[4, 0, 7, 3, 6, 2, 7, 1]",1,136,0.0007784366607666016
SA,18,8,"[7, 3, 5, 0, 2, 4, 6, 1]",1,254,0.001371622085571289
SA,19,8,"[4, 7, 5, 0, 6, 1, 5, 2]",1,195,0.0010857582092285156
SA,20,8,"[3, 5, 1, 4, 6, 0, 2, 7]",1,111,0.0006396770477294922
SA,21,8,"[6, 4, 7, 0, 3, 5, 2, 5]",1,222,0.001188516616821289
SA,22,8,"[3, 5, 4, 2, 0, 6, 1, 7]",1,164,0.0009226799011230469
SA,23,8,"[3, 0, 2, 4, 6, 1, 7, 5]",1,153,0.0008704662322998047
SA,24,8,"[2, 7, 3, 6, 0, 5, 1, 4]",0,117,0.0006549358367919922
SA,25,8,"[4, 7, 5, 2, 6, 1, 3, 5]",1,183,0.0009844303131103516
SA,26,8,"[5, 2, 6, 1, 3, 7, 0, 4]",0,92,0.0005693435668945312
SA,27,8,"[3, 6, 2, 7, 5, 0, 2, 4]",1,290,0.0015635490417480469
SA,28,8,"[4, 6, 3, 0, 2, 7, 5, 3]",1,115,0.0006349086761474609
SA,29,8,"[6, 4, 7, 1, 4, 2, 5, 3]",1,143,0.0008008480072021484
SA,0,10,"[9, 0, 2, 8, 1, 7, 5, 3, 6, 4]",2,78,0.0006239414215087891
SA,1,10,"[1, 4, 0, 7, 9, 1, 6, 0, 3, 8]",2,290,0.0021893978118896484
SA,2,10,"[9, 3, 6, 4, 7, 0, 0, 8, 5, 1]",2,154,0.0011796951293945312
SA,3,10,"[5, 2, 8, 1, 4, 7, 9, 6, 3, 0]",0,201,0.0015425682067871094
SA,4,10,"[0, 6, 4, 9, 5, 8, 1, 3, 7, 2]",1,139,0.0011143684387207031
SA,5,10,"[3, 6, 8, 2, 4, 1, 8, 5, 9, 0]",1,243,0.0017702579498291016
SA,6,10,"[9, 3, 8, 2, 7, 9, 1, 5, 0, 6]",1,448,0.003198862075805664
SA,7,10,"[3, 6, 8, 5, 1, 9, 7, 2, 4, 0]",1,154,0.0012218952178955078
SA,8,10,"[6, 1, 7, 0, 0, 3, 5, 9, 2, 4]",1,206,0.0015614032745361328
SA,9,10,"[9, 6, 4, 0, 7, 8, 2, 5, 9, 1]",2,244,0.0018274784088134766
SA,10,10,"[3, 8, 4, 9, 2, 0, 5, 7, 0, 6]",2,231,0.0017054080963134766
SA,11,10,"[2, 0, 6, 3, 5, 9, 1, 4, 4, 7]",2,113,0.0008869171142578125
SA,12,10,"[8, 3, 1, 7, 4, 6, 9, 5, 5, 0]",2,318,0.0024068355560302734
SA,13,10,"[2, 7, 1, 4, 0, 6, 9, 5, 8, 1]",2,166,0.001312255859375
SA,14,10,"[7, 3, 1, 9, 5, 8, 0, 3, 6, 2]",1,405,0.002970457077026367
SA,15,10,"[5, 9, 0, 6, 3, 7, 2, 8, 8, 4]",1,210,0.0015459060668945312
SA,16,10,"[2, 4, 9, 7, 5, 3, 1, 0, 8, 3]",2,156,0.001169443130493164
SA,17,10,"[0, 5, 7, 2, 4, 8, 1, 9, 6, 3]",1,147,0.0011677742004394531
SA,18,10,"[2, 9, 7, 0, 3, 8, 6, 1, 9, 5]",1,162,0.001268148422241211
SA,19,10,"[4, 9, 7, 2, 8, 1, 8, 0, 3, 6]",2,208,0.0015289783477783203
SA,20,10,"[9, 2, 9, 3, 8, 0, 4, 1, 7, 5]",1,157,0.0011875629425048828
SA,21,10,"[1, 4, 8, 5, 3, 9, 6, 4, 0, 7]",2,163,0.0012750625610351562
SA,22,10,"[3, 6, 0, 7, 5, 1, 8, 4, 2, 9]",1,298,0.002158641815185547
SA,23,10,"[7, 2, 5, 8, 4, 9, 0, 6, 3, 1]",2,116,0.0008907318115234375
SA,24,10,"[4, 8, 8, 0, 3, 6, 2, 5, 7, 9]",2,128,0.00099945068359375
SA,25,10,"[1, 7, 6, 3, 1, 4, 9, 0, 2, 5]",2,169,0.0012736320495605469
SA,26,10,"[0, 4, 5, 0, 9, 6, 8, 3, 1, 7]",2,246,0.0018734931945800781
SA,27,10,"[0, 5, 1, 8, 0, 7, 4, 2, 9, 6]",1,276,0.002017974853515625
SA,28,10,"[6, 3, 9, 0, 7, 2, 4, 8, 1, 5]",2,307,0.0022220611572265625
SA,29,10,"[3, 9, 2, 5, 1, 4, 0, 8, 6, 4]",1,104,0.0007953643798828125
